LFQ intensity a1	LFQ intensity a2	LFQ intensity a3	LFQ intensity a4	LFQ intensity b1	LFQ intensity b2	LFQ intensity b3	LFQ intensity b4	LFQ intensity c1	LFQ intensity c2	LFQ intensity c3	LFQ intensity c4	LFQ intensity d1	LFQ intensity d2	LFQ intensity d3	LFQ intensity d4	LFQ intensity e1	LFQ intensity e2	LFQ intensity e3	LFQ intensity e4	Student's T-test Significant b_a	Student's T-test Significant c_a	Student's T-test Significant d_a	Student's T-test Significant e_a	Student's T-test Significant c_b	Student's T-test Significant d_b	Student's T-test Significant e_b	Student's T-test Significant d_c	Student's T-test Significant e_c	Student's T-test Significant e_d	Student's T-test significant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Student's T-test p-value b_a	Student's T-test q-value b_a	Student's T-test Difference b_a	Student's T-test Test statistic b_a	Student's T-test p-value c_a	Student's T-test q-value c_a	Student's T-test Difference c_a	Student's T-test Test statistic c_a	Student's T-test p-value d_a	Student's T-test q-value d_a	Student's T-test Difference d_a	Student's T-test Test statistic d_a	Student's T-test p-value e_a	Student's T-test q-value e_a	Student's T-test Difference e_a	Student's T-test Test statistic e_a	Student's T-test p-value c_b	Student's T-test q-value c_b	Student's T-test Difference c_b	Student's T-test Test statistic c_b	Student's T-test p-value d_b	Student's T-test q-value d_b	Student's T-test Difference d_b	Student's T-test Test statistic d_b	Student's T-test p-value e_b	Student's T-test q-value e_b	Student's T-test Difference e_b	Student's T-test Test statistic e_b	Student's T-test p-value d_c	Student's T-test q-value d_c	Student's T-test Difference d_c	Student's T-test Test statistic d_c	Student's T-test p-value e_c	Student's T-test q-value e_c	Student's T-test Difference e_c	Student's T-test Test statistic e_c	Student's T-test p-value e_d	Student's T-test q-value e_d	Student's T-test Difference e_d	Student's T-test Test statistic e_d	Protein IDs	Majority protein IDs	Protein names	Gene names
26.56445	26.38403	26.64444	26.60357	26.32591	26.35404	26.57378	26.59249	26.33766	26.4919	26.50217	26.38599	26.39749	26.44278	26.44383	26.56096	26.17904	26.36951	26.321	26.49829				+							e_a	4	4	4	26.6	26.6	26.6	20.497	0	13.709	1929100000	49	0.372770500009171	0.661391639871383	-0.0875673294067383	-0.962926994804936	0.138814123962541	0.197233618233618	-0.119690418243408	-1.7063660815531	0.238940200193721	0.235616575137294	-0.0878572463989258	-1.30739630499631	0.0555554823622879	0.0417106918238994	-0.207160949707031	-2.36954115381773	0.706217218134364	0.850973338639077	-0.0321230888366699	-0.39540808640838	0.997180635660923	1	-0.0002899169921875	-0.00368321186486895	0.261759020287103	0.261382168674699	-0.119593620300293	-1.23857744009146	0.572513541269718	0.863269651741294	0.0318331718444824	0.596707961831445	0.300940145735423	0.414771988795518	-0.087470531463623	-1.13173620982924	0.161014532905504	0.452438469493278	-0.119303703308105	-1.59864859014309	Q15382	Q15382	GTP-binding protein Rheb	RHEB
26.61077	26.53188	26.64031	26.54878	26.6599	26.59406	26.36122	26.40639	26.50267	26.6432	26.68739	26.38813	26.57874	26.62296	26.38571	26.35096	26.47143	26.42134	26.53224	26.53456				+							e_a	10	10	10	12.7	12.7	12.7	123.92	0	23.748	2030500000	103	0.349662624486902	0.644448021462106	-0.077542781829834	-1.0141153378165	0.718056551486357	0.745818724356583	-0.0275869369506836	-0.37854728011653	0.225097434219078	0.223123147675013	-0.0983419418334961	-1.35204901230716	0.0467484224502626	0.03621499668215	-0.0930442810058594	-2.49651071241499	0.632677500457523	0.810743052586575	0.0499558448791504	0.503322351898711	0.840783959455508	0.859072164948454	-0.0207991600036621	-0.209776363580524	0.847103189210036	0.804183266932271	-0.0155014991760254	-0.201315674558061	0.490681267929508	0.822128563443264	-0.0707550048828125	-0.733901022157769	0.407083103138307	0.51157392996109	-0.0654573440551758	-0.891309221776466	0.944733343137544	0.973542246681774	0.00529766082763672	0.072273377851752	Q15386	Q15386	Ubiquitin-protein ligase E3C	UBE3C
NaN	NaN	25.22909	NaN	25.63556	NaN	25.79243	NaN	25.62717	24.90647	25.72271	NaN	25.9974	NaN	25.48355	25.41712	25.61843	25.75707	25.46289	NaN												2	2	2	17.2	17.2	17.2	16.298	0.00025082	3.8209	826510000	20	1	0.92419722468261	0.484904289245605	0	1	0.932089834515366	0.189691543579102	0	1	0.921076207097149	0.403600056966145	0	1	0.832868792472556	0.383708318074543	0	0.446370321978731	0.69595474137931	-0.295212745666504	-0.874163944615919	0.760743501443205	0.795722141823444	-0.0813042322794608	-0.33344580144207	0.475204250999863	0.452191235059761	-0.101195971171062	-0.814095421955815	0.535855964075357	0.84720041862899	0.213908513387043	0.676443200747295	0.514029380858306	0.600976034858388	0.194016774495442	0.715167271595041	0.926326816225311	0.966506578947368	-0.0198917388916016	-0.0984290762485881	Q15388	Q15388	Mitochondrial import receptor subunit TOM20 homolog	TOMM20
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.2543	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN												1	1	1	3.6	3.6	3.6	37	0.00049249	3.4962	24201000	9	1.0000001	1	0	0	1	0.93181447562777	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.931140186915888	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.924354988399072	NaN	0	1	0.837364988259849	NaN	0	1.0000001	1	0	0	Q15390	Q15390	Mitochondrial fission regulator 1	MTFR1
NaN	NaN	NaN	24.95562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.97911	NaN	24.94726	24.98481	25.10005	24.93661	24.98024	25.07725	25.15097												3	3	3	10.1	10.1	10.1	60.101	0.0064641	2.1062	591340000	21	1	0.923924439197166	NaN	0	1	0.931539279385706	0.0234851837158203	0	1	0.920808374527479	0.055085500081379	0	1	0.832651162790698	0.0806441307067871	0	1	0.930868321167883	NaN	0	1	0.921054576956396	NaN	0	1	0.832165023352361	NaN	0	1	0.924086981733836	0.0316003163655587	0	1	0.837146583202921	0.0571589469909668	0	0.725532578220462	0.86376268540203	0.0255586306254081	0.37143597111658	Q15392	Q15392	Delta(24)-sterol reductase	DHCR24
29.11828	28.95557	29.16887	29.02364	29.02485	29.01462	29.12011	29.06892	28.94	29.03431	28.93795	28.9788	28.87824	28.90176	28.95859	28.97342	28.89672	28.90518	28.87859	28.87528				+		+	+		+		d_b;e_a;e_b;e_c	20	20	20	21.7	21.7	21.7	135.58	0	124.12	11200000000	364	0.865225125600586	0.927899219304471	-0.00946474075317383	-0.177142424076819	0.125704585309899	0.184605970149254	-0.0938267707824707	-1.77811280884104	0.0393600633503346	0.0529242144177449	-0.138587951660156	-2.62427729465321	0.0102960992304683	0.0108583420776495	-0.177647113800049	-3.6828222923821	0.0430891589465627	0.229172557172557	-0.0843620300292969	-2.55688341338334	0.00793331058304012	0.0444131868131868	-0.129123210906982	-3.90551646926332	0.000538529441874758	0.00227431421446384	-0.168182373046875	-6.69541658329971	0.211138196319924	0.614916835699797	-0.0447611808776855	-1.39966000265793	0.0122169661275646	0.0463473491773309	-0.0838203430175781	-3.54013087448216	0.151464648111446	0.440145299145299	-0.0390591621398926	-1.64311660966631	Q15393	Q15393	Splicing factor 3B subunit 3	SF3B3
25.04997	25.20933	25.03649	25.15437	24.95607	24.98416	24.99049	24.97754	24.89901	25.21605	25.06065	24.8925	25.12132	25.03758	24.99309	25.1524	25.05437	25.00247	25.03976	24.92967												5	5	5	8.2	8.2	8.2	73.584	0	4.2681	725650000	29	0.0185638150652095	0.136748603351955	-0.135478496551514	-3.20154629752424	0.316733196879331	0.385260530421217	-0.0954904556274414	-1.09199038418446	0.536256828961102	0.510769351055512	-0.036445140838623	-0.655829209689968	0.0788467635440967	0.0561642897889333	-0.105973243713379	-2.11481124438023	0.623245855784533	0.805253782965845	0.0399880409240723	0.517620713486708	0.0386475486971609	0.122827109266943	0.0990333557128906	2.63792524724891	0.345885286868441	0.337193818984547	0.0295052528381348	1.0227377420223	0.514395292241782	0.833929919137466	0.0590453147888184	0.692708896981919	0.902196199380977	0.922548344370861	-0.0104827880859375	-0.12817832803401	0.182630539761512	0.479341040462428	-0.0695281028747559	-1.50659920388381	Q15397	Q15397	Pumilio domain-containing protein KIAA0020	KIAA0020
23.69264	NaN	23.68859	23.62956	23.53789	23.49448	23.63112	23.4148	NaN	23.6032	23.52695	NaN	NaN	NaN	23.41429	NaN	NaN	23.54097	23.41467	23.51316				+							e_a	3	3	3	4.6	4.6	4.6	95.114	0	6.3968	200700000	20	0.0432460820138359	0.229538461538462	-0.150690078735352	-2.69101605943312	0.0727966176102999	0.125674858223062	-0.105188369750977	-2.71596800534016	1	0.920540697674419	-0.255977630615234	0	0.0141125315394619	0.0130909090909091	-0.180663426717121	-4.16285402789626	0.559296815188766	0.765432670060157	0.045501708984375	0.636083392015528	1	0.920788683602771	-0.105287551879883	0	0.650387464624126	0.604160458452722	-0.0299733479817696	-0.481663021156599	1	0.923819130434783	-0.150789260864258	0	0.277610268717845	0.389337189126663	-0.0754750569661446	-1.32309190371078	1	0.833904613789528	0.0753142038981132	0	Q15398	Q15398	Disks large-associated protein 5	DLGAP5
26.40625	26.17697	25.82425	26.44927	26.14544	25.85526	26.14328	26.15165	26.01421	26.00915	26.26295	26.10348	26.05685	26.23094	26.23241	25.91682	25.94864	26.22157	26.01376	26.0385												4	4	4	16.2	16.2	16.2	31.54	0	11.342	1514100000	57	0.415900709913672	0.68974688057041	-0.140275955200195	-0.873651930013635	0.479450152956393	0.545028979045921	-0.116737842559814	-0.753881092754287	0.541396675006248	0.515915855083755	-0.104930877685547	-0.64729935061428	0.344461924034592	0.251649880095923	-0.158565521240234	-1.02600647730752	0.81053914907951	0.91350054844607	0.0235381126403809	0.250525418034859	0.748979854494422	0.788565582754841	0.0353450775146484	0.335065500255125	0.851301111110951	0.808961219754723	-0.0182895660400391	-0.195704422141025	0.906680886740191	0.968386571719227	0.0118069648742676	0.122265781768731	0.63329312743797	0.698623911322249	-0.0418276786804199	-0.502393087003023	0.596893230740389	0.79413999108337	-0.0536346435546875	-0.558219251492726	Q15404	Q15404	Ras suppressor protein 1	RSU1
NaN	NaN	NaN	NaN	NaN	24.07104	24.1536	NaN	24.10741	24.05581	NaN	NaN	NaN	NaN	23.82677	NaN	NaN	NaN	NaN	NaN												3	2	2	10.3	7	7	36.413	0	7.0235	150230000	12	1	0.9236518146946	NaN	0	1	0.931264245645114	NaN	0	1	0.920273176402209	NaN	0	1.0000001	1	0	0	0.592664788150712	0.785795008912656	-0.030705451965332	-0.630759226906946	1	0.920522943722944	-0.285544395446777	0	1	0.83194915693904	NaN	0	1	0.92355143436685	-0.254838943481445	0	1	0.836928292046936	NaN	0	1	0.833688520342057	NaN	0	Q15417	Q15417	Calponin-3	CNN3
23.42982	25.60857	24.65616	25.1776	24.98168	25.23169	24.97579	23.75001	24.53333	24.63356	NaN	25.10941	23.2627	24.94418	NaN	NaN	23.62165	25.2015	NaN	25.09599												6	4	4	9.8	6.9	6.9	82.722	0	6.1608	597860000	27	0.97779975726847	0.990911219512195	0.016754150390625	0.0290070205099426	0.946496755144511	0.964297674418605	0.0407266616821289	0.0705420690504808	0.521055673539939	0.496469476171721	-0.614596366882324	-0.702573687160329	0.915541544406948	0.884280794701987	-0.0783230463663749	-0.111521260304217	0.956881655533862	0.989037520391517	0.0239725112915039	0.0568301265124752	0.428879689332195	0.542456038647343	-0.631350517272949	-0.879324001692082	0.87647539754054	0.838375821287779	-0.0950771967569999	-0.163570461742358	0.398503027922176	0.7650546875	-0.655323028564453	-0.982022128478014	0.836310777668917	0.859861311362856	-0.119049708048504	-0.220456351579137	0.596666522262032	0.794044603033006	0.536273320515949	0.590026747892309	Q15418;Q15349	Q15418	Ribosomal protein S6 kinase alpha-1	RPS6KA1
27.19554	27.47475	27.4691	27.40827	27.37824	27.47468	27.3468	27.36536	27.42109	27.36085	27.47259	27.34528	27.27569	27.44451	27.24509	27.28974	27.30496	27.31501	27.3106	27.16863												8	8	4	11.8	11.8	6.8	102.64	0	120.27	3597700000	179	0.953412094252562	0.976310949388025	0.00435400009155273	0.0609060802182035	0.861818986256072	0.877349447513812	0.0130367279052734	0.181676301427722	0.391579783357997	0.373503862660944	-0.0731630325317383	-0.923069197051734	0.183126480941171	0.122397430013768	-0.112115383148193	-1.50461006765511	0.83867974796412	0.930291442892947	0.0086827278137207	0.212597479834797	0.193355936932723	0.328064971751412	-0.077517032623291	-1.46466352268093	0.0429565529412326	0.0624777183600713	-0.116469383239746	-2.55917203638644	0.156885698245637	0.55155446756426	-0.0861997604370117	-1.61755592530288	0.0344339588861282	0.103581208053691	-0.125152111053467	-2.7245541170593	0.51950375972317	0.752877330716389	-0.0389523506164551	-0.684001240889091	Q15424	Q15424	Scaffold attachment factor B1	SAFB
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.74276												1	1	1	3.3	3.3	3.3	44.385	0	4.8343	1115700000	28	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.832433646812957	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.831733402489627	NaN	0	1.0000001	1	0	0	1	0.836710114702815	NaN	0	1	0.833472538860104	NaN	0	Q15427	Q15427	Splicing factor 3B subunit 4	SF3B4
NaN	NaN	NaN	NaN	NaN	NaN	24.8124	NaN	NaN	25.03938	24.69901	24.41209	25.01716	NaN	NaN	NaN	NaN	25.34719	NaN	NaN												3	3	3	7.8	7.8	7.8	49.255	0	10.57	618110000	20	1	0.923379351032448	NaN	0	1	0.930989374262101	NaN	0	1	0.920005810575247	NaN	0	1	0.832216244450248	NaN	0	1	0.930596614127262	-0.09557278951009	0	1	0.920257357184074	0.204761505126953	0	1	0.831517759917034	0.534791946411133	0	1	0.923283893395133	0.300334294637043	0	1	0.836492051081574	0.630364735921223	0	1	0.833256669256669	0.33003044128418	0	Q15428	Q15428	Splicing factor 3A subunit 2	SF3A2
27.1281	27.20881	27.09305	27.0134	26.9673	27.05848	26.90357	27.03107	27.02528	27.15238	27.01116	26.87115	27.00881	26.97268	26.86443	26.87643	26.82857	26.79352	26.70715	26.99237			+	+							d_a;e_a	13	13	13	43.1	43.1	43.1	41.564	0	78.074	2781400000	97	0.0640289782142932	0.290929674099485	-0.120732307434082	-2.26587946133122	0.221998321956436	0.291252852852853	-0.0958480834960938	-1.36238331598435	0.0155729722062934	0.0280100755667506	-0.180251121520996	-3.34200341694261	0.00811474560408308	0.00916363636363636	-0.280436992645264	-3.88593897072601	0.723537625414927	0.857866354044549	0.0248842239379883	0.370783137336628	0.275670475239311	0.4162129461585	-0.0595188140869141	-1.19915911934959	0.0599256899270111	0.0772031746031746	-0.159704685211182	-2.31416801597334	0.258531936285395	0.650663157894737	-0.0844030380249023	-1.24798140878094	0.067588113117249	0.167221621621622	-0.18458890914917	-2.22652687808406	0.199614529500067	0.49980603842635	-0.100185871124268	-1.44117979661426	Q15435	Q15435	Protein phosphatase 1 regulatory subunit 7	PPP1R7
26.64141	26.24617	26.37925	26.54784	26.16898	26.43476	26.29239	26.43079	26.32732	26.29892	26.35444	26.42758	26.25868	26.40748	26.38179	26.64293	26.35594	26.18984	26.30966	26.24471												7	6	6	12.8	11.5	11.5	86.16	0	105.81	1865800000	56	0.303870639934707	0.620899850523169	-0.12193775177002	-1.12423128365512	0.31236142160795	0.381077405857741	-0.101602077484131	-1.10282400336589	0.803548769122787	0.77527613754776	-0.0309486389160156	-0.260009509717944	0.109538383672969	0.0769667546174143	-0.178630828857422	-1.87747111895371	0.779029547011493	0.894875140607424	0.0203356742858887	0.293497011657539	0.408341138164609	0.526654094292804	0.0909891128540039	0.888772526873048	0.468335701322723	0.4461344	-0.0566930770874023	-0.773974487071894	0.43705033439493	0.786944174757282	0.0706534385681152	0.832406824920503	0.142900002126956	0.25948427672956	-0.077028751373291	-1.68534923225707	0.144855009159188	0.431326732673267	-0.147682189941406	-1.67549801768429	Q15436	Q15436	Protein transport protein Sec23A	SEC23A
26.4972	26.49308	26.42805	26.47537	26.48748	26.66465	26.49231	26.57903	26.44736	26.42478	26.43922	26.49735	26.56488	26.29054	26.47116	26.39585	26.17356	26.50237	26.38243	26.30041												9	9	8	16.2	16.2	14.9	86.478	0	43.268	1959600000	141	0.115439843640837	0.403246073298429	0.0824432373046875	1.83961428843806	0.378601604416618	0.448871945259042	-0.021245002746582	-0.950406705237035	0.503773697243355	0.48173636001593	-0.0428152084350586	-0.710998391729922	0.108511503342259	0.076304600740349	-0.133732318878174	-1.88426488453326	0.0598391880579217	0.287435897435897	-0.10368824005127	-2.31522265092628	0.130972999566066	0.254918367346939	-0.125258445739746	-1.7484391682962	0.036905680592544	0.0552867924528302	-0.216175556182861	-2.67245197706374	0.732364586757222	0.916331842212281	-0.0215702056884766	-0.35833254624038	0.163980241645116	0.285182763744428	-0.112487316131592	-1.58535060677865	0.353069328520698	0.646051282051282	-0.0909171104431152	-1.00640285994237	Q15437	Q15437	Protein transport protein Sec23B	SEC23B
29.14195	28.98804	29.27915	29.09773	28.93323	28.79238	29.10769	29.17897	29.06402	29.02778	29.02649	28.79928	28.93787	28.94503	28.94813	28.94835	28.90225	28.75675	28.95074	28.83644			+	+							d_a;e_a	20	20	20	30.6	30.6	30.6	88.885	0	146.19	11625000000	336	0.287453462135274	0.605240525908739	-0.123649120330811	-1.16709235261831	0.135598907827447	0.193665470208184	-0.147324562072754	-1.72333087464948	0.0234881833219017	0.0362954796030871	-0.18187427520752	-3.01698359258689	0.0112369875845515	0.0112871690427699	-0.265170097351074	-3.60955144879315	0.830970305636038	0.927434751261716	-0.0236754417419434	-0.222950495564572	0.529108630135858	0.622419213973799	-0.058225154876709	-0.667779198689588	0.193955953500698	0.201460010735373	-0.141520977020264	-1.46238187786426	0.589964048791882	0.872	-0.0345497131347656	-0.569063080294367	0.161498166042695	0.282327599102468	-0.11784553527832	-1.59646419594493	0.0953905159554161	0.355656033287101	-0.0832958221435547	-1.97722200200762	Q15459	Q15459	Splicing factor 3A subunit 1	SF3A1
26.15254	26.33887	26.37127	26.20782	26.06889	26.29042	26.08142	26.14746	26.26839	26.20236	26.13097	25.94398	26.07251	26.20398	26.12242	25.89465	26.1512	26.18777	26.10783	25.96746				+							e_a	10	10	10	11.8	11.8	11.8	137.75	0	33.347	1565700000	83	0.148779734323911	0.457229357798165	-0.120579242706299	-1.65610304555239	0.183576575099387	0.250583818770227	-0.131203174591064	-1.50280917083839	0.0593774596992779	0.071739340305712	-0.194234848022461	-2.32087906406582	0.0602900244297754	0.0443012859767299	-0.164062023162842	-2.30974336523991	0.906266243559649	0.965723202170963	-0.0106239318847656	-0.1228122289822	0.408245932258213	0.527288270377734	-0.0736556053161621	-0.888964293295411	0.557572000818432	0.520294736842105	-0.043482780456543	-0.62078317515444	0.535165063759303	0.846918805657412	-0.0630316734313965	-0.657647742842134	0.712453328531659	0.758983630952381	-0.0328588485717773	-0.386511424898383	0.723283112674383	0.86431360250882	0.0301728248596191	0.371143096237404	Q15477	Q15477	Helicase SKI2W	SKIV2L
NaN	26.60229	26.93382	26.92547	26.77618	NaN	26.80366	26.94905	26.70715	26.64127	26.72988	27.04239	26.74906	26.84649	26.96124	26.85007	26.73492	26.71843	NaN	26.9382												4	4	4	17	17	17	33.331	0.00024759	3.588	2564500000	24	0.862616599152826	0.926158549591184	0.0224335988362618	0.184474162515979	0.784335471847464	0.801569583931134	-0.0403561592102051	-0.288785363618704	0.777849340816312	0.747823281907433	0.0311899185180664	0.297777149807223	0.866249040121877	0.813593823430681	-0.0233434041341134	-0.179530008606224	0.608250656069856	0.796094820017559	-0.0627897580464669	-0.546444278508898	0.902787597022531	0.911838249917136	0.00875631968180457	0.128465939625592	0.633072036659108	0.588610609888127	-0.0457770029703752	-0.515991190295031	0.498575466990212	0.82725	0.0715460777282715	0.720043094679536	0.893835260225494	0.91510874625873	0.0170127550760917	0.140385926135093	0.517097698310881	0.751584645669291	-0.0545333226521798	-0.696606591508845	Q15526	Q15526	Surfeit locus protein 1	SURF1
NaN	22.86505	NaN	22.74361	22.44294	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.65047	NaN	NaN	NaN												3	3	3	6.8	6.8	6.8	59.593	0	8.2343	76633000	30	1	0.923107048068416	-0.361394882202148	0	1	0.930714665092948	NaN	0	1	0.919738600058089	NaN	0	1	0.831998955613577	-0.153863906860352	0	1	0.930325065655092	NaN	0	1	0.919991923853476	NaN	0	1	0.831302229134266	0.207530975341797	0	1.0000001	1	0	0	1	0.83627410109432	NaN	0	1	0.833040911444847	NaN	0	Q15554	Q15554	Telomeric repeat-binding factor 2	TERF2
NaN	24.66871	24.84086	NaN	NaN	24.66774	24.76815	NaN	NaN	24.58984	NaN	NaN	24.42899	24.57039	NaN	NaN	NaN	NaN	NaN	NaN												3	3	3	13.5	13.5	13.5	37.031	0	17.137	441260000	12	0.747047240345151	0.870700355309909	-0.0368442535400391	-0.369754133985428	1	0.9304401179941	-0.164950370788574	0	0.149155199795783	0.149765182186235	-0.255096435546875	-2.29013532488352	1	0.831781780214043	NaN	0	1	0.930053675612602	-0.128106117248535	0	0.12819461918659	0.251184233076264	-0.218252182006836	-2.51691934574137	1	0.831086810054418	NaN	0	1	0.923016507384883	-0.0901460647583008	0	1	0.836056264652253	NaN	0	1	0.83282526533782	NaN	0	Q15555	Q15555	Microtubule-associated protein RP/EB family member 2	MAPRE2
27.00067	26.91582	27.07572	27.14977	26.85019	26.99723	26.75863	27.19423	26.81629	26.82104	26.83846	26.97956	27.00849	26.90415	26.90334	27.08517	26.8429	26.85792	26.86172	26.93562				+							e_a	11	11	11	34.4	34.4	34.4	37.413	0	62.651	2835300000	101	0.457091908347599	0.711283185840708	-0.0854244232177734	-0.794644757338546	0.0353645498971449	0.076469104665826	-0.171653747558594	-2.70448212637202	0.402498848383647	0.382341131433433	-0.0602049827575684	-0.900603306884547	0.025152055729552	0.0205982215036378	-0.160952091217041	-2.96400520467427	0.433336592687218	0.687059857221307	-0.0862293243408203	-0.839541237200054	0.817897723067292	0.840047403276403	0.0252194404602051	0.240569796985481	0.467149274629158	0.445561874249099	-0.0755276679992676	-0.776138968488623	0.107033961846067	0.451417533432392	0.111448764801025	1.89415342655016	0.816206419145373	0.844844305120167	0.0107016563415527	0.242855531632081	0.0845692956441383	0.338340175953079	-0.100747108459473	-2.06415014638664	Q15599	Q15599	Na(+)/H(+) exchange regulatory cofactor NHE-RF2	SLC9A3R2
NaN	24.02064	23.93292	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.91725	NaN	NaN	NaN	NaN	24.02149	23.56605	NaN	23.78057	23.90711												3	3	3	9.1	9.1	9.1	43.071	0	4.9501	239550000	5	1	0.922834905660377	NaN	0	1	0.930165732822176	-0.0595302581787109	0	1	0.919471544715447	0.044708251953125	0	0.187517809413291	0.125216598267214	-0.225542068481445	-1.70090673275881	1	0.929782443861184	NaN	0	1	0.919726643598616	NaN	0	1	0.830871502590674	NaN	0	1	0.922749276201505	0.104238510131836	0	1	0.835838541666667	-0.166011810302734	0	1	0.832609730848861	-0.27025032043457	0	Q15629	Q15629	Translocating chain-associated membrane protein 1	TRAM1
28.53312	28.46155	28.53427	28.56518	28.48995	28.38406	28.43714	28.41393	28.37927	28.34359	28.35448	28.45305	28.34908	28.26047	28.33913	28.41337	28.36865	28.3132	28.35313	28.37294		+	+	+			+				c_a;d_a;e_a;e_b	10	10	10	38.2	38.2	38.2	26.183	0	82.535	7620700000	270	0.0258429555370779	0.168889975550122	-0.0922579765319824	-2.94311302676281	0.00526251699265726	0.0218461538461538	-0.140931606292725	-4.27009598780842	0.00305571350842144	0.00893304535637149	-0.183014869689941	-4.78227137775635	0.000562535424730269	0.000886877828054299	-0.171548843383789	-6.6412988525764	0.193972643534826	0.491835820895522	-0.0486736297607422	-1.46231850526393	0.0565470217458057	0.152755716004813	-0.090756893157959	-2.35658835520326	0.0231668013498672	0.0396084538375973	-0.0792908668518066	-3.02768525089279	0.331855509345568	0.713591143911439	-0.0420832633972168	-1.05544490982482	0.318519200966998	0.433288693743139	-0.0306172370910645	-1.0876002046183	0.748643471665999	0.876208110175976	0.0114660263061523	0.335534450176225	Q15631	Q15631	Translin	TSN
